area,sub_area,project,status,link
Sports City,Sports City,Canal Residence East,Planned,https://propsearch.ae/dubai/canal-residence-east
Sports City,Sports City,Elite 2 Sports Residence,Complete,https://propsearch.ae/dubai/elite-2-sports-residence
Sports City,Sports City,Elite 1 Sports Residence,Complete,https://propsearch.ae/dubai/elite-1-sports-residence
Sports City,Sports City,Elite 10 Sports Residence,Complete,https://propsearch.ae/dubai/elite-10-sports-residence
Sports City,Sports City,Eden Gardens,Under development,https://propsearch.ae/dubai/eden-gardens
Sports City,Sports City,Eagle Heights,Complete,https://propsearch.ae/dubai/eagle-heights
Sports City,Sports City,Dubai Hockey Stadium,Under development,https://propsearch.ae/dubai/dubai-hockey-stadium
Sports City,Sports City,Dubai Cricket Stadium,Complete,https://propsearch.ae/dubai/dubai-cricket-stadium
Sports City,Sports City,Cricket Tower,Complete,https://propsearch.ae/dubai/cricket-tower
Sports City,Sports City,Classic Soccer Tower,Under development (Cancelled),https://propsearch.ae/dubai/classic-soccer-tower
Sports City,Sports City,Chess Tower,Under development (Cancelled),https://propsearch.ae/dubai/chess-tower
Sports City,Sports City,Champions Tower 4,Under development (On hold),https://propsearch.ae/dubai/champions-tower-4
Sports City,Sports City,Champions Tower 3,Under development (On hold),https://propsearch.ae/dubai/champions-tower-3
Sports City,Sports City,Champions Tower 2,Under development (On hold),https://propsearch.ae/dubai/champions-tower-2
Sports City,Sports City,Champions Tower 1,Complete,https://propsearch.ae/dubai/champions-tower-1
Sports City,Canal Residence West,Canal Residence West Venetian Building,Complete,https://propsearch.ae/dubai/canal-residence-west-venetian-building
Sports City,Canal Residence West,Canal Residence West Spanish Building,Complete,https://propsearch.ae/dubai/canal-residence-west-spanish-building
Sports City,Canal Residence West,Canal Residence West Mediterranean Building,Complete,https://propsearch.ae/dubai/canal-residence-west-mediterranean-building
Sports City,Canal Residence West,Canal Residence West European Building,Complete,https://propsearch.ae/dubai/canal-residence-west-european-building
Sports City,Canal Residence West,Canal Residence West Arabian Building,Complete,https://propsearch.ae/dubai/canal-residence-west-arabian-building
Sports City,Sports City,Ice Hockey Tower,Complete,https://propsearch.ae/dubai/ice-hockey-tower
Sports City,Sports City,JS Tower,Complete,https://propsearch.ae/dubai/js-tower
Sports City,Sports City,Kensington Royale,Under development,https://propsearch.ae/dubai/kensington-royale
Sports City,Sports City,Limelight Twin Towers,Under development (On hold),https://propsearch.ae/dubai/limelight-twin-towers
Sports City,Sports City,Sports City Masjid,Complete,https://propsearch.ae/dubai/sports-city-masjid
Sports City,Sports City,Sports City Mosque,Complete,https://propsearch.ae/dubai/sports-city-mosque
Sports City,Sports City,Sports City Symphony Tower 1,Under development (Cancelled),https://propsearch.ae/dubai/sports-city-symphony-tower-1
Sports City,Sports City,Sports City Symphony Tower 2,Under development (Cancelled),https://propsearch.ae/dubai/sports-city-symphony-tower-2
Sports City,Sports City,Sports City Symphony Tower 3,Under development (Cancelled),https://propsearch.ae/dubai/sports-city-symphony-tower-3
Sports City,Sports City,Stadium Point,Complete,https://propsearch.ae/dubai/stadium-point
Sports City,Sports City,Symphony Tower 2 Sports City,Under development (On hold),https://propsearch.ae/dubai/symphony-tower-2-sports-city
Sports City,Sports City,Tennis Tower,Complete,https://propsearch.ae/dubai/tennis-tower
Sports City,Sports City,The Bridge,Complete,https://propsearch.ae/dubai/the-bridge
Sports City,Sports City,The Cube Sports City,Under development (On hold),https://propsearch.ae/dubai/the-cube-sports-city
Sports City,Sports City,The Diamond,Complete,https://propsearch.ae/dubai/the-diamond
Sports City,Sports City,The Gateway at Sports City,Envisioned,https://propsearch.ae/dubai/the-gateway-at-sports-city
Sports City,Sports City,The Matrix,Complete,https://propsearch.ae/dubai/the-matrix
Sports City,Sports City,The Medalist,Complete,https://propsearch.ae/dubai/the-medalist
Sports City,Sports City,The Spirit Tower,Complete,https://propsearch.ae/dubai/the-spirit-tower
Sports City,Sports City,Treppan Hotel & Suites by Fakhruddin,Complete,https://propsearch.ae/dubai/treppan-hotel-suites-by-fakhruddin
Sports City,Sports City,UniEstate Sports Tower,Complete,https://propsearch.ae/dubai/uniestate-sports-tower
Sports City,Sports City,Universal Tower,Under development (Cancelled),https://propsearch.ae/dubai/universal-tower
Sports City,Sports City,Untitled Plot 682269 Sports City,Under development,https://propsearch.ae/dubai/untitled-plot-682269-sports-city
Sports City,Sports City,Shami Tower,Under development (On hold),https://propsearch.ae/dubai/shami-tower
Sports City,Sports City,Elite 4 Sports Residence,Complete,https://propsearch.ae/dubai/elite-4-sports-residence
Sports City,Sports City,Shami Sports Tower,Under development (Cancelled),https://propsearch.ae/dubai/shami-sports-tower
Sports City,Sports City,Rufi Waterfront Residency,Under development (Cancelled),https://propsearch.ae/dubai/rufi-waterfront-residency
Sports City,Sports City,Multi Purpose Arena,Under development (On hold),https://propsearch.ae/dubai/multi-purpose-arena
Sports City,Sports City,Multi Purpose Stadium,Under development (On hold),https://propsearch.ae/dubai/multi-purpose-stadium
Sports City,Sports City,Najma Towers,Complete,https://propsearch.ae/dubai/najma-towers
Sports City,Sports City,Oasis Tower 1,Complete,https://propsearch.ae/dubai/oasis-tower-1
Sports City,Sports City,Oasis Tower 2,Under development (On hold),https://propsearch.ae/dubai/oasis-tower-2
Sports City,Sports City,Olympic Park 1,Complete,https://propsearch.ae/dubai/olympic-park-1
Sports City,Sports City,Olympic Park 2,Complete,https://propsearch.ae/dubai/olympic-park-2
Sports City,Sports City,Olympic Park 3,Complete,https://propsearch.ae/dubai/olympic-park-3
Sports City,Sports City,Olympic Park 4,Complete,https://propsearch.ae/dubai/olympic-park-4
Sports City,Sports City,Profile Residence,Under development (On hold),https://propsearch.ae/dubai/profile-residence
Sports City,Sports City,Red Residence,Complete,https://propsearch.ae/dubai/red-residence
Sports City,Sports City,Roma by Giovanni Boutique Suites,Complete,https://propsearch.ae/dubai/roma-by-giovanni-boutique-suites
Sports City,Sports City,Royale Residence 1,Complete,https://propsearch.ae/dubai/royale-residence-1
Sports City,Sports City,Royale Residence 2,Complete,https://propsearch.ae/dubai/royale-residence-2
Sports City,Sports City,Rufi Century Tower,Under development (Cancelled),https://propsearch.ae/dubai/rufi-century-tower
Sports City,Sports City,Rufi Golf Greens,Under development (Cancelled),https://propsearch.ae/dubai/rufi-golf-greens
Sports City,Sports City,Rufi Park View,Under development (Cancelled),https://propsearch.ae/dubai/rufi-park-view
Sports City,Sports City,Rufi Rose Gardens,Under development (On hold),https://propsearch.ae/dubai/rufi-rose-gardens
Sports City,Sports City,Rufi Twin Towers,Under development (Cancelled),https://propsearch.ae/dubai/rufi-twin-towers
Sports City,Sports City,Sama World Tower,Under development (Cancelled),https://propsearch.ae/dubai/sama-world-tower
Sports City,Sports City,Sports One Commercial Tower,Under development (On hold),https://propsearch.ae/dubai/sports-one-commercial-tower
